emp_no,first_name,last_name,gender,to_date
259427,Khedija,Lores,F,9999-01-01
259428,Dinkar,Passino,M,9999-01-01
259430,Yechiam,Kobara,M,9999-01-01
259431,Mitchel,Gluchowski,M,9999-01-01
259542,Heekeun,Quaggetto,M,9999-01-01
259437,Yucel,Babb,M,9999-01-01
259440,Subir,Shumilov,F,9999-01-01
259443,Yongmin,Ramsay,M,9999-01-01
259551,Arup,Coorg,M,9999-01-01
259553,Danai,Krychniak,M,9999-01-01
259565,Shirish,Osgood,M,9999-01-01
259583,Kiyomitsu,Swan,M,9999-01-01
259609,Kristian,Prochazka,M,9999-01-01
259654,Pranay,Dehkordi,F,9999-01-01
259660,Kristinn,Melter,M,9999-01-01
259663,Masaki,Casley,M,9999-01-01
259613,Ulf,Vesel,F,9999-01-01
259679,Jiong,Ishibashi,M,9999-01-01
259629,Sergi,Yemenis,M,9999-01-01
259682,Zine,Shobatake,M,9999-01-01
259700,Ronghao,Hebert,M,9999-01-01
259825,Utpal,Soicher,M,9999-01-01
259707,Rosella,Perin,M,9999-01-01
259716,Remzi,Kolinko,F,9999-01-01
259722,Candida,Vendrig,F,9999-01-01
259726,Houman,Cyne,F,9999-01-01
259731,Masaki,Flasterstein,M,9999-01-01
259734,Reinhold,Gils,F,9999-01-01
259841,Pascal,Beausoleil,M,9999-01-01
259846,Muneo,Parfitt,M,9999-01-01
259771,Youssef,Chaudhuri,F,9999-01-01
259849,Odoardo,Prampolini,M,9999-01-01
259777,Siamak,Godskesen,M,9999-01-01
259783,Genevieve,Luby,M,9999-01-01
259856,Yuriy,Camurati,F,9999-01-01
259787,Yonghong,Giveon,M,9999-01-01
259793,Yefim,Birke,F,9999-01-01
259859,Miomir,Hooghiemstra,F,9999-01-01
259803,Kensyu,Zielinski,F,9999-01-01
259860,Falguni,Polajnar,F,9999-01-01
259863,Jovan,Siegrist,M,9999-01-01
259880,Shuji,Bolsens,M,9999-01-01
259898,Lakshmi,Angel,M,9999-01-01
259900,Taiji,Sanella,F,9999-01-01
260007,Ute,McAffer,M,9999-01-01
260011,Rosalie,Falck,F,9999-01-01
260017,Berto,Swist,M,9999-01-01
260029,Charmane,Keirsey,F,9999-01-01
260035,Radhakrishnan,Morrey,F,9999-01-01
260037,Naraig,Prochazka,M,9999-01-01
260044,Josyula,Oaver,M,9999-01-01
260046,Wonhee,Orlowski,M,9999-01-01
260077,Vishwani,Wallrath,M,9999-01-01
260080,Gregory,Marzano,M,9999-01-01
260082,Gina,Swan,M,9999-01-01
260092,Aruna,Detkin,F,9999-01-01
260101,Dhritiman,Ghazalie,F,9999-01-01
260117,Margo,Raczkowsky,M,9999-01-01
260126,Spyrose,Worfolk,M,9999-01-01
260128,Willard,Yoshimura,F,9999-01-01
260144,Fun,Baja,M,9999-01-01
260145,Lihong,Rajcani,M,9999-01-01
260148,Yaghout,Eterovic,M,9999-01-01
260169,Lokesh,Codenie,F,9999-01-01
260181,Evgueni,Shanbhogue,F,9999-01-01
259916,Tzu,Demri,F,9999-01-01
260189,Stabislas,Salvesen,F,9999-01-01
260193,Maya,Rassart,M,9999-01-01
259917,Isaac,Marletta,M,9999-01-01
259922,Terresa,Kitsuregawa,M,9999-01-01
260206,Pranjal,Waterhouse,M,9999-01-01
259942,Arra,Linnainmaa,M,9999-01-01
260222,Berry,Preusig,M,9999-01-01
259947,Kasidit,Yoshimura,M,9999-01-01
260246,Alagu,Birta,M,9999-01-01
259949,Marc,Veeraraghavan,M,9999-01-01
259951,Shir,Beerel,M,9999-01-01
259958,Vatsa,DeMori,M,9999-01-01
259960,Danae,Thambidurai,F,9999-01-01
260273,Lillian,McAlpine,F,9999-01-01
259989,Magdalena,Nitsche,M,9999-01-01
260281,Hidefumi,Lodder,M,9999-01-01
260296,Heng,Denti,M,9999-01-01
260302,Munir,Velasco,F,9999-01-01
260305,Jiong,Gill,M,9999-01-01
260000,Sudhanshu,Kalefeld,M,9999-01-01
260322,Arlette,Lamparter,F,9999-01-01
260325,Zorica,Lamma,M,9999-01-01
260331,Niteen,Matteis,M,9999-01-01
260378,Taisook,Basagni,M,9999-01-01
260342,Leaf,Peroz,F,9999-01-01
260344,Sugwoo,Marchesini,F,9999-01-01
260348,Stafford,Pettit,M,9999-01-01
260352,Ayonca,Kilgore,F,9999-01-01
260359,Kensyu,Furudate,M,9999-01-01
260380,Utpal,Tagansky,F,9999-01-01
260393,Jongsuk,Matheson,F,9999-01-01
260414,Stamatina,Jullig,F,9999-01-01
260415,Lobel,Broder,M,9999-01-01
260417,Wuxu,Trachtenberg,M,9999-01-01
260418,Alejandro,Pezzoli,F,9999-01-01
260573,Abdulla,Lamparter,F,9999-01-01
260575,Kokou,Ushiama,M,9999-01-01
260420,Yurii,Senzako,M,9999-01-01
260423,Debaprosad,Papadias,M,9999-01-01
260588,Shuichi,Speel,M,9999-01-01
260427,Munehiro,Jervis,M,9999-01-01
260441,Ennio,Gruenwald,F,9999-01-01
260603,Spyrose,Falster,M,9999-01-01
260612,Roded,Conte,M,9999-01-01
260456,Shounak,Luck,M,9999-01-01
260626,Piyawadee,Eppinger,F,9999-01-01
260634,Beshir,Angelov,F,9999-01-01
260638,Richara,Cronan,M,9999-01-01
260502,Danco,Jeong,M,9999-01-01
260642,Xianlong,Kemmerer,M,9999-01-01
260644,Moty,Bennet,M,9999-01-01
260667,Akemi,Weedon,F,9999-01-01
260669,Nitsan,Sinicrope,M,9999-01-01
260670,Divine,Acton,M,9999-01-01
260690,Kristin,Tibblin,M,9999-01-01
260693,Oksana,Mungall,F,9999-01-01
260697,Nagui,Renear,F,9999-01-01
260507,Foong,Lueh,M,9999-01-01
260700,Eishiro,Taubenfeld,M,9999-01-01
260516,Hidekazu,Byoun,M,9999-01-01
260521,Dekang,Marrevee,M,9999-01-01
260727,Nalini,Billawala,M,9999-01-01
260522,Kasturi,Baez,F,9999-01-01
260527,Katsuyuki,Lindqvist,M,9999-01-01
260529,Nechama,Hofstetter,F,9999-01-01
260541,Ute,Scharstein,M,9999-01-01
260546,Behnaam,Haldar,M,9999-01-01
260550,Ebru,Birjandi,F,9999-01-01
260742,Domenico,Schmiedel,M,9999-01-01
260551,Alper,Murtha,M,9999-01-01
260949,Sudharsan,Oberman,M,9999-01-01
260756,Jahangir,Swick,M,9999-01-01
260764,Honesty,Kalefeld,M,9999-01-01
260779,Stepehn,Rando,M,9999-01-01
260781,Bangqing,Walstra,M,9999-01-01
260783,Danny,Emmerich,M,9999-01-01
260790,Niteen,Perfilyeva,M,9999-01-01
260797,Dines,Kragelund,M,9999-01-01
260969,Aamod,Leuchs,M,9999-01-01
260981,Reuven,Ermel,F,9999-01-01
260834,Khoa,Tomescu,F,9999-01-01
260850,Goa,Serra,F,9999-01-01
260986,Dung,Cardazo,M,9999-01-01
260864,Aram,Asser,M,9999-01-01
260865,Giao,Zallocco,M,9999-01-01
260992,Dietrich,Etalle,M,9999-01-01
260994,Kazuhide,Schonegge,F,9999-01-01
260998,Vishwani,Zyda,M,9999-01-01
260889,Mona,Streng,M,9999-01-01
261007,Yakkov,Jayawardene,M,9999-01-01
260895,Prasadram,Templeman,F,9999-01-01
260902,Mandell,Raczkowsky,F,9999-01-01
261010,Fei,Nourani,M,9999-01-01
260911,Tru,Vecchio,M,9999-01-01
261017,Genta,Varker,M,9999-01-01
260920,Irena,Highland,M,9999-01-01
260922,Irena,Bugrara,M,9999-01-01
261053,Uwe,Honglei,M,9999-01-01
261070,King,Zuberek,M,9999-01-01
261127,Tremaine,Pena,F,9999-01-01
261073,Carrsten,Wilfing,M,9999-01-01
261130,Brigham,Stassinopoulos,F,9999-01-01
261135,Chriss,Noriega,M,9999-01-01
261136,Vishv,Joslin,F,9999-01-01
261075,Chandrasekaran,Esposito,M,9999-01-01
261143,Reinhard,Mansanne,M,9999-01-01
261087,Teiji,Hegner,F,9999-01-01
261147,Tommaso,Murillo,M,9999-01-01
261149,Wayne,Riesenhuber,F,9999-01-01
261153,Fusako,Anily,F,9999-01-01
261159,Kokou,Janocha,F,9999-01-01
261102,Chaoyi,Speckmann,M,9999-01-01
261172,Katsuyuki,Luit,F,9999-01-01
261109,Bogdan,Quadeer,M,9999-01-01
261189,Ottavia,Michaeli,F,9999-01-01
261190,Ranga,Pusterhofer,F,9999-01-01
261192,Susanta,Schneeberger,M,9999-01-01
261194,Nimmagadda,Nitta,M,9999-01-01
261196,Maya,Kitsuregawa,M,9999-01-01
261298,Ottavia,Ventosa,F,9999-01-01
261213,Abdulah,Covnot,M,9999-01-01
261225,Parto,Honiden,F,9999-01-01
261226,Zhaofang,Baby,F,9999-01-01
261245,Shahab,Schusler,M,9999-01-01
261247,Sanjiv,Munos,F,9999-01-01
261249,Gift,Negoita,F,9999-01-01
261255,Sven,Michaels,M,9999-01-01
261262,Bikash,Schahn,F,9999-01-01
261271,Dipayan,Murillo,F,9999-01-01
261272,Fun,Gopalakrishnan,M,9999-01-01
261274,Mads,Serra,F,9999-01-01
261279,Ghassan,Sgarro,M,9999-01-01
261486,Bezalel,Schreiter,F,9999-01-01
261507,George,Driscoll,F,9999-01-01
261510,Takahito,Ohori,F,9999-01-01
261516,Kitty,Ravishankar,M,9999-01-01
261517,Caolyn,Orsini,M,9999-01-01
261526,Fumiyo,Munro,M,9999-01-01
261527,Arunachalam,Butner,M,9999-01-01
261548,Gita,Karunanithi,M,9999-01-01
261569,Thodoros,Albarhamtoshy,F,9999-01-01
261317,Chenxi,Prenel,F,9999-01-01
261575,Maha,Comte,M,9999-01-01
261580,Kellie,Chappelet,M,9999-01-01
261595,Kankanahalli,Dymetman,F,9999-01-01
261597,Shaunak,Prochazka,F,9999-01-01
261598,Mostafa,Anily,F,9999-01-01
261599,Jouko,Genin,M,9999-01-01
261607,Billur,Gunderson,M,9999-01-01
261321,Aram,Eldridge,M,9999-01-01
261615,Faiza,Nittel,M,9999-01-01
261330,Takahira,DiGiano,F,9999-01-01
261624,Freyja,Takanami,F,9999-01-01
261627,Mokhtar,Kemmerer,M,9999-01-01
261628,Arvin,Rajaraman,M,9999-01-01
261337,Deniz,Leslie,M,9999-01-01
261633,Zhiguo,Hertweck,M,9999-01-01
261635,Amalendu,Ruther,M,9999-01-01
261644,Stafford,Codenie,F,9999-01-01
261346,Elvis,Brendel,M,9999-01-01
261648,Zhenbing,Maksimenko,F,9999-01-01
261651,Angus,Anguita,M,9999-01-01
261351,Ottavia,Erde,F,9999-01-01
261362,Zdislav,Emiris,F,9999-01-01
261365,Feiyu,Asmuth,M,9999-01-01
261372,Xianlong,Uhrig,M,9999-01-01
261374,Arumugam,Antonisse,M,9999-01-01
261383,Elliott,Manders,M,9999-01-01
261673,Fatemeh,Birta,F,9999-01-01
261686,Kenton,Perin,M,9999-01-01
261385,Roddy,Angel,M,9999-01-01
261403,Berna,Uhrig,F,9999-01-01
261695,Giri,Acton,M,9999-01-01
261700,Mamdouh,Gronowski,F,9999-01-01
261702,Goa,Kaltofen,M,9999-01-01
261409,Chiradeep,Cairo,M,9999-01-01
261729,Oldrich,Mawatari,F,9999-01-01
261732,Bogdan,Pfau,M,9999-01-01
261416,Sreenivas,Vilarrasa,F,9999-01-01
261738,Radhia,Velardi,M,9999-01-01
261421,Bingning,Tramer,M,9999-01-01
261750,Anyuan,Codenie,M,9999-01-01
261754,Tzvetan,Bala,M,9999-01-01
261427,Ioana,Sinicrope,M,9999-01-01
261764,Kenton,Viele,F,9999-01-01
261437,Niclas,Cairo,F,9999-01-01
261772,Weiyi,Esteva,M,9999-01-01
261779,Yahiko,Dichev,F,9999-01-01
261446,Erzsebet,Ligten,M,9999-01-01
261786,Pantung,Fontet,F,9999-01-01
261451,Randi,Gide,M,9999-01-01
261801,Van,Kinley,M,9999-01-01
261803,Hugh,Kowalchuk,M,9999-01-01
261805,Akeel,Veeraraghavan,F,9999-01-01
261458,Eberhardt,Swiss,F,9999-01-01
261811,Kensei,Middleton,M,9999-01-01
261815,Makato,Zaumen,F,9999-01-01
261817,Guadalupe,Kowalchuk,M,9999-01-01
261468,Radoslaw,Covnot,F,9999-01-01
261826,Martins,Ulupinar,M,9999-01-01
261852,Vesna,Orsini,F,9999-01-01
261846,Phuoc,Farris,F,9999-01-01
261849,Alselm,Makinen,M,9999-01-01
261853,Cedric,Gerlach,F,9999-01-01
261856,Domenico,Gente,F,9999-01-01
261862,Demin,Penn,F,9999-01-01
262041,Eckart,Valette,F,9999-01-01
262043,Jasminko,Schrooten,M,9999-01-01
262047,Aksel,Thibadeau,M,9999-01-01
262051,Martien,Cummings,M,9999-01-01
261866,Michaela,Juneja,M,9999-01-01
262053,Hailing,Colorni,M,9999-01-01
262057,Dinah,Bojadziev,M,9999-01-01
261874,Elrique,Mandelberg,F,9999-01-01
261883,Froduald,Versino,M,9999-01-01
262080,Rosine,Validov,F,9999-01-01
261894,Nechama,Versino,F,9999-01-01
261897,Moss,Molberg,M,9999-01-01
262105,Heeju,Perly,M,9999-01-01
261900,Zongyan,Randt,M,9999-01-01
262116,Shunichi,Swift,M,9999-01-01
261901,Richara,Covnot,F,9999-01-01
261904,Gurbir,Raczkowsky,M,9999-01-01
262132,Genevieve,Lichtman,M,9999-01-01
261912,Pranjal,Ghalwash,F,9999-01-01
262141,Bartek,Kilgour,F,9999-01-01
261957,Thodoros,Gecseg,F,9999-01-01
262168,Youjian,Pews,F,9999-01-01
262178,Stein,Dalphin,M,9999-01-01
262184,Trygve,Farrel,M,9999-01-01
262190,Marin,Hofman,M,9999-01-01
261960,Xinyu,Mahnke,F,9999-01-01
261962,Boutros,Ramaiah,M,9999-01-01
262212,Evgueni,Clouatre,M,9999-01-01
262216,Ennio,Auria,M,9999-01-01
261978,Mahendra,Willoner,M,9999-01-01
261987,Sanjoy,Kushner,M,9999-01-01
262003,Xuejia,Werthner,M,9999-01-01
262027,Georg,Schauser,M,9999-01-01
262243,Qunsheng,Buchter,M,9999-01-01
262035,Clyde,Streng,M,9999-01-01
262260,Ishfaq,Lund,M,9999-01-01
262271,Martina,Maliniak,M,9999-01-01
262273,Yakkov,Guting,M,9999-01-01
262428,Changho,Gerlach,F,9999-01-01
262292,Hyuckchul,Cardazo,M,9999-01-01
262296,Harngdar,Rindone,F,9999-01-01
262304,Izaskun,Schwartzburd,M,9999-01-01
262319,Mooi,Barreiro,M,9999-01-01
262323,Sugwoo,Rodiger,M,9999-01-01
262325,Zejun,Luit,F,9999-01-01
262451,Baoqiu,Pokrovskii,F,9999-01-01
262333,Fayez,Haumacher,M,9999-01-01
262340,Zengping,Deverell,M,9999-01-01
262348,Aksel,Frezza,F,9999-01-01
262362,Arnd,Birge,F,9999-01-01
262457,Stein,Collavizza,F,9999-01-01
262368,Shir,Masamoto,M,9999-01-01
262371,Ute,Weedman,M,9999-01-01
262373,Sahrah,Koblitz,F,9999-01-01
262478,Otilia,Pargas,M,9999-01-01
262384,Angus,Msuda,F,9999-01-01
262392,Teiji,Majewski,M,9999-01-01
262397,Marin,Kobara,F,9999-01-01
262591,Vivian,Ramalingam,M,9999-01-01
262608,Aria,Pfau,M,9999-01-01
262611,Georgy,Nitsche,F,9999-01-01
262625,Gopalakrishnan,Streit,M,9999-01-01
262635,Marit,Syrzycki,F,9999-01-01
262645,Martins,Ranum,F,9999-01-01
262663,Fumino,Riexinger,M,9999-01-01
262673,Kazuhira,Wixon,M,9999-01-01
262677,Eishiro,Zumaque,F,9999-01-01
262679,Sahrah,Gyimothy,M,9999-01-01
262696,Mart,Setlzner,M,9999-01-01
262700,Ishfaq,Sooriamurthi,M,9999-01-01
262709,Parto,Cmelik,M,9999-01-01
262715,Boaz,Montresor,M,9999-01-01
262725,Miyeon,Schiettecatte,M,9999-01-01
262736,Maris,Waschkowski,F,9999-01-01
262755,Arunachalam,Collette,M,9999-01-01
262485,Tsvetan,Danecki,M,9999-01-01
262766,Hauke,Meszaros,M,9999-01-01
262486,Pranas,Farrow,M,9999-01-01
262498,Navin,Sluis,M,9999-01-01
262505,Shahab,Peris,F,9999-01-01
262506,Masamitsu,Fordan,F,9999-01-01
262511,Fatemeh,Jansen,M,9999-01-01
262516,Kayoko,Nilsson,M,9999-01-01
262526,Shaunak,Mateescu,M,9999-01-01
262790,Supot,Compeau,M,9999-01-01
262550,Masako,Baranowski,M,9999-01-01
262801,Aamer,Krider,M,9999-01-01
262814,Vasiliy,Coullard,M,9999-01-01
262557,Rosalie,Barriga,M,9999-01-01
262566,Rafols,Ladret,F,9999-01-01
262844,Jovan,Capobianchi,M,9999-01-01
262572,Xiaobin,Srimani,F,9999-01-01
262856,Yinghua,Jarecki,M,9999-01-01
262975,Suvo,Lanphier,F,9999-01-01
262866,Poorav,Morrow,F,9999-01-01
262868,Arnould,Seiwald,M,9999-01-01
262879,Mostafa,Zedlitz,M,9999-01-01
262882,Hatsukazu,Erdi,M,9999-01-01
262894,Mara,Gajiwala,F,9999-01-01
262900,IEEE,Egerstedt,M,9999-01-01
262902,Wayne,Guting,F,9999-01-01
262903,Geoff,Pettit,M,9999-01-01
262919,Naftali,Gist,F,9999-01-01
262934,Breannda,Gini,F,9999-01-01
262993,Guttorm,Danley,F,9999-01-01
262953,Maha,Feldmann,M,9999-01-01
263000,Mayuko,Bale,F,9999-01-01
263001,Gennady,Versino,M,9999-01-01
263002,Ramzi,Bernatsky,F,9999-01-01
263025,Idoia,Ginneken,F,9999-01-01
263028,Kazuhiko,Homond,M,9999-01-01
263147,Fumiya,Broomell,M,9999-01-01
263039,Susuma,Egerstedt,M,9999-01-01
263166,Iara,Salinas,M,9999-01-01
263169,Kamakshi,Schaad,F,9999-01-01
263056,Kasidit,Vanwelkenhuysen,M,9999-01-01
263174,Shen,Wielonsky,F,9999-01-01
263182,Yongmin,Garnham,F,9999-01-01
263183,Giri,Awdeh,F,9999-01-01
263194,Ranan,Gini,M,9999-01-01
263057,Shigenori,Yeung,M,9999-01-01
263198,Sampalli,Genther,M,9999-01-01
263202,Adhemar,Lyonns,M,9999-01-01
263061,Xiaobin,Jenevein,M,9999-01-01
263209,Howell,Schieder,M,9999-01-01
263210,Atreyi,Hoppenstand,F,9999-01-01
263062,Berto,Piancastelli,M,9999-01-01
263219,Hisao,Pokrovskii,F,9999-01-01
263070,Subhrajyoti,Raney,M,9999-01-01
263234,Xiaocheng,Rassart,M,9999-01-01
263235,Elgin,Doering,F,9999-01-01
263074,Masadi,Schapire,F,9999-01-01
263243,Amstein,Giveon,M,9999-01-01
263082,Bluma,Roisin,F,9999-01-01
263248,Jeong,Fiebach,F,9999-01-01
263084,Subhrajyoti,Ranai,F,9999-01-01
263088,Xianlong,Undy,F,9999-01-01
263270,Bedir,Sullins,M,9999-01-01
263274,Amalendu,Engberts,M,9999-01-01
263111,Arup,Avouris,F,9999-01-01
263282,Siddarth,Kranzdorf,M,9999-01-01
263112,Zhiwei,Angelopoulos,F,9999-01-01
263305,Arie,Luit,F,9999-01-01
263116,Baziley,Jullig,M,9999-01-01
263313,Mitsuyuki,Perko,M,9999-01-01
263318,Kazuhisa,Muhling,M,9999-01-01
263122,Hyuckchul,Ranai,M,9999-01-01
263124,Chinya,Bellmore,M,9999-01-01
263126,Berry,Hinsberger,M,9999-01-01
263130,Haldun,Grandbois,M,9999-01-01
263140,Abdulla,Iisaku,M,9999-01-01
263141,Niclas,Stavenow,M,9999-01-01
263142,Masaki,Linares,F,9999-01-01
263143,Berhard,Baca,F,9999-01-01
263335,Leah,Rullman,M,9999-01-01
263516,Youssef,Berendt,M,9999-01-01
263349,Lucien,Naumovich,M,9999-01-01
263354,Emdad,Caine,F,9999-01-01
263360,Sanjeeva,Butterworth,F,9999-01-01
263366,Ewing,Bolotov,M,9999-01-01
263374,Arnould,Farrar,F,9999-01-01
263517,Remko,Strandh,M,9999-01-01
263380,Haldon,Samarati,F,9999-01-01
263525,Reinhard,Baek,F,9999-01-01
263398,Rutger,Gente,F,9999-01-01
263399,Mariangiola,Gils,M,9999-01-01
263400,Mads,Solovay,F,9999-01-01
263540,Dharmaraja,Cummings,F,9999-01-01
263544,Kazuyasu,Baez,M,9999-01-01
263429,Claudi,Kropf,M,9999-01-01
263551,KayLiang,Uhrik,M,9999-01-01
263440,Selwyn,Haumacher,F,9999-01-01
263448,Gopalakrishnan,Brodal,M,9999-01-01
263569,Barun,Gips,F,9999-01-01
263456,Shichao,Nourani,M,9999-01-01
263461,Vugranam,Munro,M,9999-01-01
263462,Theron,Jarecki,M,9999-01-01
263471,Candida,Fiebach,F,9999-01-01
263573,Visit,Anguita,M,9999-01-01
263574,Teunis,Erie,M,9999-01-01
263577,Ulf,Cullers,F,9999-01-01
263500,Sachio,Gyorkos,M,9999-01-01
263582,Froduald,Ruther,M,9999-01-01
263510,Deniz,Bolotov,F,9999-01-01
263514,Mayuko,Lorie,M,9999-01-01
263583,Fun,Speel,M,9999-01-01
263587,Suzette,Heydon,F,9999-01-01
263590,Jinpo,Erev,M,9999-01-01
263591,Parviz,Restivo,M,9999-01-01
263599,Fen,VanScheik,M,9999-01-01
263630,Ute,Terekhov,M,9999-01-01
263713,Abdulla,Bashian,F,9999-01-01
263714,Yagil,Kleiser,M,9999-01-01
263730,Huai,Frezza,F,9999-01-01
263640,Gina,Alpin,M,9999-01-01
263735,Magdalena,Siksek,F,9999-01-01
263738,Kazunori,Bressoud,F,9999-01-01
263646,Nathalie,Remmele,M,9999-01-01
263647,Weidon,Hellwagner,F,9999-01-01
263655,Florina,Stifter,F,9999-01-01
263661,Luisa,Kaelbling,F,9999-01-01
263777,Janche,Oppitz,M,9999-01-01
263790,Hauke,Christ,M,9999-01-01
263792,Brigham,Merel,M,9999-01-01
263804,Takanari,Ellozy,M,9999-01-01
263822,Seongbin,Ananiadou,F,9999-01-01
263824,Yolla,Constantine,M,9999-01-01
263829,Jagoda,Ohori,F,9999-01-01
263868,Chinhyun,Koprowski,M,9999-01-01
263879,Tianruo,Carrere,M,9999-01-01
263887,Pranas,Chinen,F,9999-01-01
263892,Elzbieta,Dymetman,M,9999-01-01
263893,Masali,Dolinsky,M,9999-01-01
263913,Sampalli,Berstel,F,9999-01-01
263920,Pintsang,Gecsel,M,9999-01-01
263925,Poorav,Yamaashi,F,9999-01-01
263927,Charlene,Zaccaria,M,9999-01-01
263940,Suebskul,Emmerich,M,9999-01-01
263947,Siamak,Markovitch,F,9999-01-01
263952,Vincent,Joslin,M,9999-01-01
263953,Rosli,Oxman,F,9999-01-01
263956,Shaowen,Schmiedel,F,9999-01-01
263967,Pranav,Farrag,F,9999-01-01
264074,Martine,Serov,M,9999-01-01
263973,Armond,Vecchi,M,9999-01-01
263985,Tiina,Stifter,M,9999-01-01
263988,Licheng,Sinitsyn,F,9999-01-01
263993,Reinhold,Anick,M,9999-01-01
263997,Gita,Begiun,M,9999-01-01
264004,Chiradeep,Compeau,F,9999-01-01
264013,Baziley,Stifter,M,9999-01-01
264018,Djenana,Lorcy,F,9999-01-01
264019,Ulises,Barreiro,F,9999-01-01
264044,Gay,Kalloufi,M,9999-01-01
264081,Sadok,Feldmann,M,9999-01-01
264057,Pranav,Cmelik,M,9999-01-01
264083,Vojin,Acton,F,9999-01-01
264086,Aris,Deverell,M,9999-01-01
264087,Shridhar,Simkin,F,9999-01-01
264096,Serenella,Valiente,F,9999-01-01
264098,Sverrir,Rohrbach,M,9999-01-01
264099,Toshimitsu,Rettelbach,F,9999-01-01
264105,Rasikan,Lichtman,F,9999-01-01
264107,Shalesh,Chenney,M,9999-01-01
264122,Hyuckchul,Oppitz,F,9999-01-01
264267,Conrado,Chappelet,M,9999-01-01
264280,Mohua,Lienhardt,M,9999-01-01
264281,Heather,Halloran,F,9999-01-01
264125,Arnould,Thibadeau,M,9999-01-01
264292,Boguslaw,Frolund,M,9999-01-01
264126,Toshiki,Thimonier,M,9999-01-01
264128,Guangming,Suomi,F,9999-01-01
264306,Xiaobin,Curless,F,9999-01-01
264311,Christoper,Muniz,F,9999-01-01
264138,Mara,Garrabrants,M,9999-01-01
264327,Kristen,Speer,F,9999-01-01
264139,Stein,Schade,F,9999-01-01
264334,Kenroku,Penttonen,M,9999-01-01
264144,Saeed,Cronin,F,9999-01-01
264338,Luerbio,Garigliano,M,9999-01-01
264345,Foong,Moffat,F,9999-01-01
264150,Ziya,Hatcliff,M,9999-01-01
264354,Sreekrishna,Lamparter,F,9999-01-01
264356,Niteen,McAlpine,F,9999-01-01
264151,Heather,Worfolk,M,9999-01-01
264361,Ferdinand,Kambil,M,9999-01-01
264161,Arun,Montemayor,M,9999-01-01
264383,Freyja,Krohn,F,9999-01-01
264171,Kristinn,Angelopoulos,M,9999-01-01
264390,Abdelghani,Waeselynck,F,9999-01-01
264174,Jianwen,Brizzi,M,9999-01-01
264397,Samphel,Homond,M,9999-01-01
264403,Jeane,Barinka,M,9999-01-01
264188,Tonia,Marquardt,F,9999-01-01
264415,Uzi,Furudate,M,9999-01-01
264190,Limsoon,Schaap,M,9999-01-01
264428,JiYoung,McFarlin,F,9999-01-01
264193,Gererd,Desikan,F,9999-01-01
264434,Mizuhito,Ghelli,F,9999-01-01
264194,Aral,Merey,M,9999-01-01
264198,Richard,Siprelle,M,9999-01-01
264200,Almudena,Koblick,M,9999-01-01
264201,Karlis,Mahmud,F,9999-01-01
264207,Yinlin,Schwartzbauer,F,9999-01-01
264212,Salvador,Lagarias,F,9999-01-01
264441,Horward,Sinitsyn,F,9999-01-01
264446,Katsuo,Kroha,F,9999-01-01
264218,Baruch,Rosch,F,9999-01-01
264454,Hsiangchu,Hatcliff,M,9999-01-01
264456,Muzhong,Rando,M,9999-01-01
264459,Wilmer,Baca,F,9999-01-01
264461,Ewing,Jording,F,9999-01-01
264234,Rayond,Benzaken,M,9999-01-01
264477,Sigeru,Orsini,M,9999-01-01
264236,Sadun,Papsdorf,M,9999-01-01
264241,Shin,Chvatal,M,9999-01-01
264492,Ebru,Harllee,M,9999-01-01
264494,Yolla,Itzfeldt,F,9999-01-01
264495,Manibrata,Cyre,F,9999-01-01
264247,Herbert,Rotem,M,9999-01-01
264506,Parke,Kalefeld,F,9999-01-01
264507,Barna,Brender,M,9999-01-01
264513,Kazuhira,Kugler,M,9999-01-01
264250,Shmuel,Fasbender,F,9999-01-01
264629,Guiseppe,Herbst,M,9999-01-01
264535,Gunilla,Ashish,F,9999-01-01
264543,Marsal,Kroll,M,9999-01-01
264545,Mani,Panwar,M,9999-01-01
264546,Branimir,Perl,F,9999-01-01
264559,Kiyotoshi,Mundy,M,9999-01-01
264565,Berthier,Willoner,M,9999-01-01
264633,Aral,Lichtman,F,9999-01-01
264636,Kwangsub,Stassinopoulos,F,9999-01-01
264580,Valeri,Rosis,F,9999-01-01
264638,Kolar,Melter,F,9999-01-01
264587,Flemming,Herbst,M,9999-01-01
264647,Yannik,Rothenberg,F,9999-01-01
264592,Margo,Pero,M,9999-01-01
264649,Kwee,Benantar,F,9999-01-01
264662,Zhonghui,Yetim,M,9999-01-01
264618,Kazuyasu,Mahnke,F,9999-01-01
264663,Martial,Stenning,F,9999-01-01
264667,Uwe,Mitsuhashi,M,9999-01-01
264670,Dinkar,Ferretti,M,9999-01-01
264680,Zissis,Businaro,F,9999-01-01
264689,Sangeeta,Rajcani,M,9999-01-01
264690,Venkatesan,Sewelson,F,9999-01-01
264813,Jeanna,Reutenauer,M,9999-01-01
264699,Remmert,Usery,F,9999-01-01
264830,Heng,Denti,M,9999-01-01
264703,Temple,Genther,F,9999-01-01
264842,Valeri,Asrin,M,9999-01-01
264717,Adel,McConalogue,F,9999-01-01
264846,Dinah,Reeken,M,9999-01-01
264848,Gino,Fandrianto,F,9999-01-01
264851,Sadok,Muntz,F,9999-01-01
264855,Slavian,Peres,M,9999-01-01
264860,Menkae,Munos,M,9999-01-01
264724,Babette,Baig,M,9999-01-01
